,app_name,categoryId,reviewId,sentenceId,feature,review,sentence,emotion-primary-agreement
13,Step Counter - Pedometer King,HEALTH_AND_FITNESS,9c199d29-7212-47b5-b4c1-5a75adc19a2b,1,Wellness,"I love my new pedometer, it's really easy to use and I've been able to accurately track my steps and calories burned. It has really made a big difference in my health and wellness.",It has really made a big difference in my health and wellness.,Trust
59,Post-it®,PRODUCTIVITY,af1e13c3-f2c9-44a4-aab3-046d6d76574c,2,Desktop app,i love this app. similar to menti when using shared board. i use this in group workshops using an android pad. wish there was also a desktop app to increase flexibility,wish there was also a desktop app to increase flexibility,Anticipation
70,CityMaps2Go  Offline Maps for,MAPS_AND_NAVIGATION,b7442944-bb11-4685-ba8e-5f4f47416903,0,Works Offline,Works offline,Works offline,Joy
31,Macros - Calorie Counter,HEALTH_AND_FITNESS,2f356a7d-0879-4090-96d8-85d681dfdd5b,3,Diary,"App is okay. Ultimately gets the tracking job done, but not a fan of the Diary page UI and color scheme at all. The biggest issue is the food database is atrocious. I end up having to edit the foods I search for 90% of the time, since the total calories and/or macros are almost always wrong for the serving size in all of my search results.","I end up having to edit the foods I search for 90% of the time, since the total calories and/or macros are almost always wrong for the serving size in all of my search results.",Sadness
17,Telegram,COMMUNICATION,649dd450-c01f-4756-895b-073c991d5138,2,Group chat,"It's like a worse version of WhatsApp but at least it's not owned by Meta. I'm constantly being added to crypto scam group chats too. Would give another star if quoting messages was the same as WhatsApp/signal, instead of having to click on message and then select reply","Would give another star if quoting messages was the same as WhatsApp/signal, instead of having to click on message and then select reply",Sadness
72,Couch to 5K by RunDouble,HEALTH_AND_FITNESS,d253e5a3-b114-4ede-a7cd-26ad09c5d28f,1,Text to Speech,"Text to speech voice no longer using my preferred setting since moving to Android 12 on Pixel 6 Pro. Also dropped gps and did not inform me, so did a whole run without any distance logged. Used to work great on Android 11 Pixel 3XL","Also dropped gps and did not inform me, so did a whole run without any distance logged.",Sadness
74,Clock,TOOLS,e61f33b6-4930-4795-8eb1-ee5661f21274,4,Clock widget,"Hey guys, I have encountered a bit of an annoying bug on my Pixel 4A. I changed my screen wallpaper today and chose a different color theme but my digital clock widget still stayed in previous color. Rebooting and removing the widget and placing again didn't help. It's still pale pink instead of green. Other clock widgets also still have the old pink color.",Other clock widgets also still have the old pink color.,Sadness
34,Garmin Smartphone Link,TRAVEL_AND_LOCAL,659d7528-8180-4047-873b-e2d6f5554df7,3,gps,No good.install this app and it just freeze when i open it.it says i should agree to share my google email with garmin but it's frozen and nothing more.wont pair with my garmin gps.,wont pair with my garmin gps.,Sadness
66,Samsung Notes,PRODUCTIVITY,6caf6832-91c9-44e5-a176-02b3da4cbe3b,0,Grocery List,I no longer have to make a paper grocery list. Notes helps me keep track of everything,I no longer have to make a paper grocery list.,Trust
82,Habit Tracker,PRODUCTIVITY,2933d118-d538-4fad-856e-4a4ce424d4bd,0,Habit Tracker,"Habit Tracker, is elaborately engineered with unique design enhancements, robust user friendly responses and a crash-proof character. It comes without question that it is intelligently written to exceed every whim of the most demanding user. A class act ! KUDOS to the developers !!","Habit Tracker, is elaborately engineered with unique design enhancements, robust user friendly responses and a crash-proof character.",Joy
63,Tasks: to do list & tasks,PRODUCTIVITY,9dc0b90e-faf4-43f7-b000-b5052c07ab2a,0,List management,Excellent task and list management tool,Excellent task and list management tool,Joy
54,Kik — Messaging & Chat App,COMMUNICATION,71307d57-6899-4dc1-8cc8-9cabe2b8b2ca,2,Bots,"Chat app??? If it was possible to give 0 stars, i would. The only thing you get out of the app are bots, spamming you and trying to get you to a paid site. I use other apps to connect with my friends, as i am not getting spammed there.","The only thing you get out of the app are bots, spamming you and trying to get you to a paid site.",Disgust
7,Garmin Smartphone Link,TRAVEL_AND_LOCAL,ac0c922f-a4c2-482f-9012-4ff1526d127c,0,gps,This app turned my gps into a paperweight,This app turned my gps into a paperweight,Sadness
50,Google Maps Go,TRAVEL_AND_LOCAL,1c9f5b76-3ecb-416d-afc2-051e5d528d16,4,Lightweight,"Can't praise it much as it is literally a app that redirects you to the Google maps page in a chromium browser. As I have brave browser installed, it just opens that. Once you navigate, it'll ask you to install navigator for maps go. And that's the app, overall you installed a shortcut to google map and the page navigate using a separate app. The positive it's a very lightweight and doesn't slow down and gets bloated like Google maps does.",The positive it's a very lightweight and doesn't slow down and gets bloated like Google maps does.,Joy
95,Google Keep - Notes and Lists,PRODUCTIVITY,ffe632a1-7fe2-4205-ad9d-dec0bf754041,0,Cloud Storage,The app data improved cloud storage to easily to Use...,The app data improved cloud storage to easily to Use...,Joy
58,ColorNote Notepad Notes,PRODUCTIVITY,e5a1cdb7-b1af-46c7-989b-83a937af9b45,0,Sync Across Devices,This is where most of my notes sync across devices. Simply excellent.,This is where most of my notes sync across devices.,Trust
48,Weather forecast pro,WEATHER,c52df801-6f15-465d-ba6e-d2e6bea72b76,0,Clean design,Very clean design and easy to use. Thats why i purchased.,Very clean design and easy to use.,Joy
88,Stickify: Stickers in WhatsApp,TOOLS,a2da977f-626b-40b8-8067-01811b07146c,0,Animated stickers,Animated stickers never works,Animated stickers never works,Sadness
21,MAPS.ME: Offline maps GPS Nav,TRAVEL_AND_LOCAL,22687959-1d6b-4ddb-a5d5-a9e75c80f79a,1,Bookmarks,Great idea but continues to be flakey. I have been using it for over seven years and it continues to loose all my bookmarks (now called favourites). I am a full time traveller and cannot trust the app at all now. A years data in favourites lost again. Had such promise but never improves. Avoid.,I have been using it for over seven years and it continues to loose all my bookmarks (now called favourites).,Sadness
57,Loop Habit Tracker,PRODUCTIVITY,af7665e1-c11a-49eb-bede-e1ff648e1a19,2,Habit Tracker,The UI on this app is quite good. It is very clean and easy to use! Thanks Loop Habit Tracker!,Thanks Loop Habit Tracker!,Joy
60,Samsung Notes,PRODUCTIVITY,ec9441c2-f9c3-4b59-805b-a93a3bbe7e27,2,Hyperlinks,"Hope there will be a dark mode pdf, and lets user make a customized page sizes, either portrait or landscape. Different fonts would also be useful, and a option to make a fave pens landscape. Also hyperlinks working while editing",Also hyperlinks working while editing,Joy
91,Loop Habit Tracker,PRODUCTIVITY,54353b08-8da7-464f-bf29-381688cf0def,0,Calendar,"It is literally the best habit tracker app ever. It has everything you will ever to track your habit. You add them color, add which days you'll do that or how many days in a week you're planning to do. You access your habis analysis, how many days you have streaked, your habit calendar and more. Personally being THAT customizable is the best feature for me. I can have headlines, notes, tags, colours and even ""types"" of my habits. And yes it has dark theme too 😌😎",It is literally the best habit tracker app ever.,Trust
29,Samsung Notes,PRODUCTIVITY,9cc58bd5-7830-4de5-ab3c-5a31afd14ba1,0,Multitasking,helps with organization and multitasking,helps with organization and multitasking,Joy
37,ColorNote Notepad Notes,PRODUCTIVITY,95a7b448-1842-45e0-a48e-0f9ec2e67835,1,Grocery List,"This app is so great! I use it for everything from grocery list and to do lists, to writing down random ideas.","I use it for everything from grocery list and to do lists, to writing down random ideas.",Trust
57,Google Home,LIFESTYLE,a58ba4b0-e315-48a8-806b-c07a1a15d79b,0,High Level,Want more options expect a higher level of user experience from a company like google. The lags or the hard to find things you would think that Google would have that figured out been using it for over 2 years now only use it when necessary would like far more development and user interface simplification and if you want to get deeper into it and dial it in more that access as well which I think they shot for right in the middle of that and it doesn't work as well as it could I do hope for bette,Want more options expect a higher level of user experience from a company like google.,Sadness
87,"Strava: Run, Ride, Hike",HEALTH_AND_FITNESS,f511c1bb-d10b-44c6-89b8-984cf80eb7cc,8,Networking,"Much like. But paid membership is pricey. You would get commensurate response and a lot more good likes with say, a 20% less membership $. Not sure I will re-up. Too: dump the politics! It is ugly on you! Probably won't re-up. Also, they get political. It is unnecessary for an athletic networking site to wade into politics. I'm trying to stay clean of politics on the site, but Strava is instigating.",It is unnecessary for an athletic networking site to wade into politics.,Disgust
1,MixNote NotePad Notes,PRODUCTIVITY,c7763205-9bae-47f7-b38f-6007d7bf6177,0,Cloud Storage,"Very Nice app... but when you guys are going to launche a cloud storage 
facility? And a request....please make the app movable to the SD card","Very Nice app... but when you guys are going to launche a cloud storage 
facility?",Anticipation
52,Clock,TOOLS,bac9b5cd-5aca-4c1c-b19d-3e04bd26e4a8,0,Alarm,Alarm routine won't start gargle podcasts,Alarm routine won't start gargle podcasts,Sadness
49,BlackNote Notepad Notes,PRODUCTIVITY,ae8fa08e-cf90-4155-9040-36405db79e66,3,Comment section,"One of the most useful apps I have ever used. Particularly if (like me) you use much of your time on poetry, essays, reviews, and other creative writing. The user interface is SO SIMPLE, straightforward and versatile. I love the fact that any time I go off on a diatribe in a comment section that strikes gold with a point or how I present it; I can cut and paste it to Blacknote, save it in my phone, share it to my email, via text, snap, insta, etc. 👍","I love the fact that any time I go off on a diatribe in a comment section that strikes gold with a point or how I present it; I can cut and paste it to Blacknote, save it in my phone, share it to my email, via text, snap, insta, etc. 👍",Trust
30,Glan: Productivity focus timer,PRODUCTIVITY,1049129e-5c22-495d-8a21-45ea206fa69d,0,Stopwatch,This app is a nice app but there's just one thing I'd like to say that is that while we are timing our study sessions I like to have a stopwatch rather than a timer so is there any chance you can add a stopwatch in this app....Otherwise this app is amazing,This app is a nice app but there's just one thing I'd like to say that is that while we are timing our study sessions I like to have a stopwatch rather than a timer so is there any chance you can add a stopwatch in this app....Otherwise this app is amazing,Anticipation
51,Samsung Health,HEALTH_AND_FITNESS,c385b21a-93eb-4c58-aceb-ae55a6765e75,4,Priorities,"Still won't give the correct heart rate zones even after a reinstall. And the pithy response from Samsung is an insult. Looking online this problem has been going on for 2 or 3 years, possibly longer. I know I've been aware of it for 2 years. This app is clearly not a priority for Samsung, which is odd as it is trying to sell watches. I've been thinking of buying a Samsung 3 or 4, but after this lame reply, probably not now, as the main function (heart rate monitor) wouldn't work properly","This app is clearly not a priority for Samsung, which is odd as it is trying to sell watches.",Neutral
3,Instagram,SOCIAL,aeca68eb-a22a-44e5-a1f2-c53af5dde485,0,Meet new people,Amazing 👏 go get this you can meet new people here.,Amazing 👏 go get this you can meet new people here.,Joy
99,OpenWeather,WEATHER,5e10670b-3457-4027-99d7-77a1067afe9a,0,Clean design,Love the clean design and lack of ads. I would happily pay a small fee for it. The biggest things I wish it had were a way to see the radar and notifications in the event of precipitation in the very near future.,Love the clean design and lack of ads.,Joy
16,Huawei Health,HEALTH_AND_FITNESS,b10541d4-825c-46e2-97ed-86ad3e71c76d,1,Mobile apps,Worst app!After updating step count in mobile app and device shows difference of more than 152065 steps.To improve accuracy cleared cache also,After updating step count in mobile app and device shows difference of more than 152065 steps.,Sadness
87,ColorNote Notepad Notes,PRODUCTIVITY,4a7cda19-b36b-4e8a-b641-28fc1345065e,0,Workflow,"i would give colornote 5 stars but the last big update was very disruptive to my workflow. sense then ive had to recategorizing and organize my original notes for the new layout and color scheme they added. now that that tedious process is done i once again believe color note is the best on/off line, moble and desktop notepad i can use. there are some much needed features id like to see added but for the most part the app. is great as is. thank you",i would give colornote 5 stars but the last big update was very disruptive to my workflow.,Surprise
74,Google Play Console,TOOLS,c603b78b-a5ce-4c0c-8181-2b616187e9c3,0,Material design,"Update Google play console to material design just like you did with photos, drive etc","Update Google play console to material design just like you did with photos, drive etc",Anticipation
21,BlackNote Notepad Notes,PRODUCTIVITY,8af2d2a8-d456-4083-bc9d-ea64782de1bb,0,Checklists,I love it been using it for a long time to do checklist and notes on things,I love it been using it for a long time to do checklist and notes on things,Trust
98,True Phone Dialer & Contacts,COMMUNICATION,d1a99f2f-14af-4699-b0cb-f5de42d875c1,0,Call recording,Good apps but another side call recording is not clear,Good apps but another side call recording is not clear,Sadness
20,Telegram,COMMUNICATION,fafc19a7-2834-45da-b256-e7e8e88c3e7e,0,File sharing,"Telegram is seriously so flexible, it just makes your life easier. Super easy controls and fast texting features. Easy voice, video and file sharing options. Lots of fun animated stickers. You can even chat with people without sharing your phone number ! The feature that is personally VERY USEFUL for me is ""Saved Messages"". I transfer pictures, videos and files between my Ipad and phone using that feauture and it takes just 5 seconds. Best app ever ! Hope they maintain these standards ❤","Telegram is seriously so flexible, it just makes your life easier.",Joy
88,ColorNote Notepad Notes,PRODUCTIVITY,9846a7c3-6e0c-486e-8610-9ba8e6c4b0a5,1,Grocery List,Easy to use. Keeps my notes and grocery lists. Auto saves my notes.,Keeps my notes and grocery lists.,Joy
71,Stuff - To Do List Widget,PRODUCTIVITY,29ca42e8-f03c-4f62-84ec-3762a90f941b,1,Lightweight,"This widget is perfect for someone like me that needs a to-do list directly on her homepage without needing to open an app. It's very intuitive, and lightweight which makes it a must have for list lovers.","It's very intuitive, and lightweight which makes it a must have for list lovers.",Joy
6,Habit Tracker,PRODUCTIVITY,b355ccae-6eea-42fa-98e9-0d90ccdc4080,4,Habit Tracker,"I'm confused as to why the app is called Habit Tracker in the play store, but when I download and run it on my phone it's called Habit Bull. Other than that, it's great. Simple, easy design. Good aesthetics. I actually like the notifications; I've tried other habit building apps and the notifications are usually intolerable for me. I like this app a lot and I'm happy I found it.",I actually like the notifications; I've tried other habit building apps and the notifications are usually intolerable for me.,Trust
14,Simplenote,PRODUCTIVITY,a19db8f8-1ed9-44b3-bfb2-287f0533865e,0,Note-taking,One of the best note-taking I've tried so far.,One of the best note-taking I've tried so far.,Trust
92,GPS Navigation & Map Direction,TRAVEL_AND_LOCAL,c8e0eee9-e78a-47bd-a31f-ff1c0c620bb5,0,GPS Navigation,I want the GPS navigation app to be downloaded.,I want the GPS navigation app to be downloaded.,Sadness
79,Just Reminder with Alarm,PRODUCTIVITY,4d908265-9c2f-437f-9eb7-18734aaad27e,0,Categories,"Finally I found a time management app that wouldn't force you to select a tag or category. Thank you for that. The only problem I see is, the main alarm I set (from settings) wouldn't play. Always it plays the default sound that app has been set. Definitely it deserves 5* and will do that once that's fixed.",Finally I found a time management app that wouldn't force you to select a tag or category.,Trust
2,Google Lens,TOOLS,0c9d69e7-3093-4594-8620-db36bb251dc5,2,Photo effects,"70% helpful. It often requires very good lighting to pickup details that help accurate matching. It might improve accuracy to add in photo effects/filters like brightness/contrast/sharpness. If testing results give weak automated accuracy in application of effects/filters, then give user option to tweak attributes similar to what's provided in Google photo. It could be cool/helpful/interesting/informative to change search results on the fly while user adjust attributes.",It might improve accuracy to add in photo effects/filters like brightness/contrast/sharpness.,Anticipation
