"app_name","categoryId","reviewId","sentenceId","at","score","feature","review","sentence","Joy","Trust","Fear","Surprise","Sadness","Disgust","Anger","Anticipation","Neutral","Reject"
"Weather data & microclimate :","WEATHER","a92eea57-3453-448e-8b63-5323457c6ec9","0","Sep 04, 2022","2","f_241","It says try sgain later too many times and they push scam AGW propaganda with the so called science blog! I deleted the app. Sad that other parts are good.","It says try sgain later too many times and they push scam AGW propaganda with the so called science blog!","0","0","1","0","1","0","0","0","0","0"
"To-Do List - Schedule Planner","PRODUCTIVITY","f040b00b-e79b-4c5c-b835-3ac3795341ef","0","Sep 14, 2022","3","f_432","Are you aware your app description says ""Dairy"" and not ""Diary?","Are you aware your app description says ""Dairy"" and not ""Diary?","0","0","0","1","0","0","0","0","0","0"
"Simple Habit: Meditation","HEALTH_AND_FITNESS","70cd5dc4-a26c-4083-9e8f-d02e780e8822","0","Jul 24, 2021","5","f_488","Excellent app that changed my concentration level and boosted my memory to a very high level. It is recommended to every one who wanted to be a better version of themselves.","Excellent app that changed my concentration level and boosted my memory to a very high level.","1","1","0","0","0","0","0","0","0","0"
"Google Lens","TOOLS","385ddcdd-85bb-41b3-9c53-7b1a6c1e592e","1","Jul 25, 2022","5","f_261","So amazing and useful. I am old enough to remember when you had to buy OCR software for the scanners hooked up to PCs.","I am old enough to remember when you had to buy OCR software for the scanners hooked up to PCs.","0","0","0","0","0","0","0","0","1","0"
"Speech Services by Google","TOOLS","636b0bab-efde-432b-9712-5bcfb3805da6","0","Sep 09, 2022","1","f_402","never get text to speech it's working right now I'm quite shocked but it's always something the wrong words and it's always in the wrong language it's always transcribing against me it's always doing what it wants to do when I'm not doing it so please fix this to legit version certified protected don't update automatically ever thank you besides you know right now and my favor for the Google app store version protected certified only.","never get text to speech it's working right now I'm quite shocked but it's always something the wrong words and it's always in the wrong language it's always transcribing against me it's always doing what it wants to do when I'm not doing it so please fix this to legit version certified protected don't update automatically ever thank you besides you know right now and my favor for the Google app store version protected certified only.","0","0","0","1","1","0","0","0","0","0"
"Clock","TOOLS","82679cf1-a05c-4b69-bfec-4a5648a7416e","0","Jun 28, 2022","1","f_237","The alarm most of the times does not make sound but only vibrates. Having this issue since couple of months now.","The alarm most of the times does not make sound but only vibrates.","0","0","0","0","1","0","0","0","0","0"
"Make-A-List","PRODUCTIVITY","e523f918-c40a-4811-9bc6-f55508e2ee76","0","May 27, 2022","5","f_102","I USE THIS APP,FOR GROCERY LIST ETC...","I USE THIS APP,FOR GROCERY LIST ETC...","0","1","0","0","0","0","0","0","0","0"
"Severe Weather Alerts","WEATHER","b01d698e-d5f7-4711-803e-42f13f5125dd","1","Jan 28, 2022","5","f_67","As a weather enthusiast myself, I love the app. Amazing simplistic design, notifications, custom alert categories, and even safety tips. I'd say it's one of the best weather apps out there!","Amazing simplistic design, notifications, custom alert categories, and even safety tips.","1","0","0","0","0","0","0","0","0","0"
"Just Run: Zero to 5K (and 10K)","HEALTH_AND_FITNESS","79f6e11f-071a-4bfb-910b-d5a6b9112f6c","1","Sep 05, 2022","5","f_22","Love it! Easy to use, own music, lightweight, intuitive. I do wish there was an option to add in a sprint for the last 10-20 seconds of each running interval to make it a bit more HIIT, and to get me used to sprinting. But it's still great!","Easy to use, own music, lightweight, intuitive.","1","0","0","0","0","0","0","0","0","0"
"Stuff - To Do List Widget","PRODUCTIVITY","5ca02865-1d89-45f3-a107-e7af8a96ed44","0","Jan 08, 2022","4","f_497","Can we pls get the ability to add Subtasks? Would be super awsm.","Can we pls get the ability to add Subtasks?","0","0","0","0","0","0","0","1","0","0"
"MAPS.ME: Offline maps GPS Nav","TRAVEL_AND_LOCAL","357861df-b652-4ae1-b99b-c1838a25c070","0","Aug 07, 2022","1","f_26","Until July 2022 Maps.me was the best GPS navigation tool. It worked off line, enabled places to be ""saved"" and was easy to use. The ""upgrade"" in July 2022 seems to have removed the ability to determine location when off-line and the 'search' function no-longer works. The App no longer meets my needs. Can we have the old version back please.","Until July 2022 Maps.me was the best GPS navigation tool.","0","0","0","0","0","0","0","0","0","0"
"OnePlus Weather","WEATHER","573324ab-17b9-422f-a4d5-030840f28f3c","0","Apr 17, 2022","1","f_164","Current location not showing gps on...","Current location not showing gps on...","0","0","0","0","1","0","0","0","0","0"
"4.Do - To Do List & Task Manag","PRODUCTIVITY","3598e2f1-00fb-4140-9d53-2e8a44e7a45d","1","Oct 17, 2020","4","f_502","Good app though would be great app when we can sort by priority or manually within a quadrant (curiously subtasks can be reordered). I really do like the category filters, they add a dimension to the Eisenhower matrix so that views can be filtered by context (I have work, productivity, chores, leisure, development). I had commented that you can't move tasks between quadrants however the dev replied with a very helpful link (thanks). Google removed backup feature but export is possible.","I really do like the category filters, they add a dimension to the Eisenhower matrix so that views can be filtered by context (I have work, productivity, chores, leisure, development).","1","0","0","0","0","0","0","0","0","0"
"SMS Backup & Restore","TOOLS","2d548150-591a-40f1-964f-b9a4bbeda18f","3","Aug 11, 2022","5","f_379","Very Easy to Use and Is Able to Backup over 10k Messages and Call log in under 20minutes. Using Data only. Great for work texts that are important. Love that you can select exactly what and who you need info backed up from instead of backing up ALL text & calls. You can Upload Directly to Google Drive, Dropbox, Etc As well as Email yourself or others a copy of the backup. Which is convenient for any court or Other legal matters. Unless you are Amber Heard...","Love that you can select exactly what and who you need info backed up from instead of backing up ALL text & calls.","1","0","0","0","0","0","0","0","0","0"
"ColorNote Notepad Notes","PRODUCTIVITY","e3c0020a-e023-4924-aa94-4218f93c7052","2","Aug 14, 2022","3","f_247","please add some futures : 1- add an attachment ( an image ) with note. 2- be able to record in the note. 3- Be able to copy a checklist as a new note ( Like save as ) in pc.","3- Be able to copy a checklist as a new note ( Like save as ) in pc.","0","0","0","0","0","0","0","1","0","0"
"ColorNote Notepad Notes","PRODUCTIVITY","cabd5d4d-dcd4-4f32-8de5-90c076d5741f","0","Aug 11, 2022","5","f_247","Color notes is simple and easy to use you can make a checklist or just a regular text and save it I definitely recommend this app if you want simple easy to use way to put notes down quick this is your app 👍","Color notes is simple and easy to use you can make a checklist or just a regular text and save it I definitely recommend this app if you want simple easy to use way to put notes down quick this is your app 👍","1","1","0","0","0","0","0","0","0","0"
"miMind - Easy Mind Mapping","PRODUCTIVITY","8d894258-488d-4afe-9e1e-3c71a659d6f5","2","Oct 29, 2021","4","f_30","Of all the similar apps I have tried, I like this one the most. Most intuitive intrrface and progression of customization options. I bought the full app ASAP; about $7 or so for cloud sync ability. Purchase also gives access to additional devices and palettes / themes. Very happy with this app and my purchase. Strong contender for the rare 5 star (keep forever) status.","I bought the full app ASAP; about $7 or so for cloud sync ability.","0","1","0","0","0","0","0","0","0","0"
"Loop Habit Tracker","PRODUCTIVITY","6d5119a9-7b35-468b-b791-89157b548169","0","Apr 17, 2022","5","f_479","An amazing tracker for those who needs only the most important features, local storage and self-service. It has nice visual analytics though.","An amazing tracker for those who needs only the most important features, local storage and self-service.","1","0","0","0","0","0","0","0","0","0"
"Sticker maker","TOOLS","b3589ba5-46cf-4e1c-80d7-8d8a48d7749c","2","Jun 03, 2022","2","f_32","I really like this app. I love creating my own stickers, but since this morning i couldnt use any of my stickers because there seems to be a bug. I click on the emoji options, then stickers and my whole app just closes by itself only because of the sticker maker app. Its sad. Please fix this bug.","I click on the emoji options, then stickers and my whole app just closes by itself only because of the sticker maker app.","0","0","0","0","1","0","0","0","0","0"
"Macros - Calorie Counter","HEALTH_AND_FITNESS","40c005bb-3151-46a9-9403-7dbd21cf5717","3","Apr 26, 2022","5","f_143","A simple app. Simple to use to track macros. I love the scan option. It allows me to scan my favorites w/o having to look up each time.","It allows me to scan my favorites w/o having to look up each time.","1","0","0","0","0","0","0","0","0","0"
