"app_name","categoryId","reviewId","sentenceId","at","score","feature","review","sentence","Joy","Trust","Fear","Surprise","Sadness","Disgust","Anger","Anticipation","Neutral","Reject"
"To Do List and Goal planner","PRODUCTIVITY","a0ea5577-a451-48ae-b432-7b5910b2501a","0","Dec 30, 2021","5","f_244","I have OCD so finding a Todo list app that allowed me to really break down my list and wants was pretty hard until I found this app. it takes a bit to get use to but once you find your groove it's smooth sailing. I love the fact that it shows your progress through the list so you can know how far along you are. honestly love this app to bits!","I have OCD so finding a Todo list app that allowed me to really break down my list and wants was pretty hard until I found this app.","0","1","0","0","0","0","0","0","0","0"
"Viber - Safe Chats And Calls","COMMUNICATION","42d00a43-a235-422c-8fc6-2b4c94847b38","1","Sep 13, 2022","1","f_55","bht khrb app. h ye apne aap hi msg jna bnd ho jate 1 din ya do din k baad or uske baad agr chaho ki dobra star krlo uninstall kr kr k account hi ni bnta .hide chat apne aap open ho jata h data clear krne k bajae agr delete krdo to chat open ho jati h or calls ki deatails b btata h jb hmari chat hide h to calls details b hide honi chhaiye plzzz ispe b dhiyn de","h ye apne aap hi msg jna bnd ho jate 1 din ya do din k baad or uske baad agr chaho ki dobra star krlo uninstall kr kr k account hi ni bnta .hide chat apne aap open ho jata h data clear krne k bajae agr delete krdo to chat open ho jati h or calls ki deatails b btata h jb hmari chat hide h to calls details b hide honi chhaiye plzzz ispe b dhiyn de","0","0","0","0","0","0","0","0","0","1"
"Minimalist Pomodoro Timer - Go","PRODUCTIVITY","f2746079-b985-4835-ad38-ff785c606aac","1","Jan 26, 2022","5","f_68","Loved it!🤩 Minimalistic and simple.","Minimalistic and simple.","1","0","0","0","0","0","0","0","0","0"
"Whats Web for Whatsapp","COMMUNICATION","f852a5af-00ad-4ef9-a296-f8dcf6135b6a","0","Apr 24, 2022","3","f_331","Please resolve logging out issue. Device logout automatically","Please resolve logging out issue.","0","0","0","0","1","0","0","0","0","0"
"Navigation & Maps : shortcut","TOOLS","edb4b682-f769-41d5-ac72-499b33ae6896","1","Dec 27, 2020","1","f_460","I paid for it but didn't install it after I read all the outrageous permissions it required. Why does a navigation app need access to my contacts and messages and make phone calls and record video and turn off my Do Not Disturb etc etc??? I've noticed a lot of watch apps make similar demands. Why?","Why does a navigation app need access to my contacts and messages and make phone calls and record video and turn off my Do Not Disturb etc etc???","0","0","1","1","0","0","0","0","0","0"
"Todoist: to-do list & planner","PRODUCTIVITY","992d426b-e8f8-4e75-a2ff-5123f57e03e3","1","Jan 23, 2022","5","f_110","The best option for to do list and task management I've used. It has a lot of options for setting recurring tasks, dividing them up into categories and sub-categories, sharing with others, and organising your tasks in a way easy to manage. It has apps for desktop, smart devices, web browser, and smart watches, so you can have tasks wherever you go. The free option is decently capable on its own, but you will most likely want to get paid if you want more options and capabilities.","It has a lot of options for setting recurring tasks, dividing them up into categories and sub-categories, sharing with others, and organising your tasks in a way easy to manage.","1","0","0","0","0","0","0","0","0","0"
"Microsoft Translator","PRODUCTIVITY","e6ce9b3e-f870-4bfc-a63c-cb6e6e9cbf62","0","Sep 06, 2022","5","f_15","Good Translator","Good Translator","1","0","0","0","0","0","0","0","0","0"
"True Phone Dialer & Contacts","COMMUNICATION","8d1aaf7f-4782-4882-bcec-fd6fd546beff","3","May 06, 2022","3","f_215","This App is Excellent but there is a bug in Auto Call Recording function . It has Really cool features and All the functions are working smoothly. Except Call Recording. For call recording After Turning it ON From Accessibility it keep asking to turn it ON again in the next call. This is really annoying for me. I have purchased this app but now I can't use call recording because of this bug. Please Fix this bug.","For call recording After Turning it ON From Accessibility it keep asking to turn it ON again in the next call.","0","0","0","0","1","0","0","0","0","0"
"In Love while Parenting","LIFESTYLE","760f007f-a4b6-4185-92c3-ea72c84c568a","0","Oct 22, 2021","4","f_82","The only thing that would make this better is if the videos were available offline","The only thing that would make this better is if the videos were available offline","0","0","0","0","0","0","0","1","0","0"
"Weather Radar Pro—Weather Live","WEATHER","3a3d7d78-76e9-4598-a649-5dae7bb89084","2","Feb 01, 2022","1","f_160","Update 02/01/2022. Temperature readings are often off, sometimes as much as 7 degrees. Real-time reports of weather conditions (rain and snow) for my part of the state leave me scratching my head because of the discrepancy between what the app is reporting and what is actually occurring at the moment. I've used this app now long enough to know not to count on it.","Real-time reports of weather conditions (rain and snow) for my part of the state leave me scratching my head because of the discrepancy between what the app is reporting and what is actually occurring at the moment.","0","0","0","0","1","0","0","0","0","0"
"Repeat Habit - Habit tracker f","PRODUCTIVITY","c7df1c8d-31ad-40da-aeaa-ba160e8d16e4","0","Aug 16, 2020","5","f_424","The app looks good..only point you can add is comment section for each day..which will help to note down progress on that day","The app looks good..only point you can add is comment section for each day..which will help to note down progress on that day","1","0","0","0","0","0","0","1","0","0"
"Huawei Health","HEALTH_AND_FITNESS","baefc1e3-d9c1-4ec7-8fa4-abc3daa5472c","2","Nov 11, 2021","1","f_278","After some updates I can not login to my Huawei account. Everything on profile screen is un-clickable . So synchronization with my honor band is bad, instead of Celsius I see Fahrenheit on my watch. Please, fix these bugs, as soon as possible. Samsung A71, Android 11","So synchronization with my honor band is bad, instead of Celsius I see Fahrenheit on my watch.","0","0","0","0","1","0","0","0","0","0"
"Repeat Habit - Habit tracker f","PRODUCTIVITY","358e0143-aee3-4c7d-a7fe-1eb05d9bba10","0","Feb 12, 2020","5","f_115","This is a great Habit Tracker. You can track as many habits as you want. It allows for custom days. It reminds me of my habits which keeps me accountable to my daily goals.","This is a great Habit Tracker.","1","0","0","0","0","0","0","0","0","0"
"Clock","TOOLS","bf238ea4-aaf9-41d2-8460-9a7c19a5ff10","1","Aug 19, 2022","1","f_121","Feedback for google: I had a problem, while in a meeting i was expecting the alarm to play the sound i put because it is really high volume, but for some reasons, the alarm seems to depend on the volume of the meeting (call volume), *beeping* differently and really low volume. I would prefer an option to play the sound i selected even in a meeting and also that the volume depens on the ""alarm volume"" not the ""call volume"" while in meetings / calls","I would prefer an option to play the sound i selected even in a meeting and also that the volume depens on the ""alarm volume"" not the ""call volume"" while in meetings / calls","0","0","0","0","1","0","0","1","0","0"
"Telegram","COMMUNICATION","5417b0e6-b59b-4056-b1d1-491da0c50d38","1","Sep 11, 2022","1","f_335","Decent app. But far too much illegal file sharing and distributing. Its wildly unpoliced. Both underminds my small business and makes me fear for my digital security.","But far too much illegal file sharing and distributing.","0","0","1","0","0","0","0","0","0","0"
"Samsung Notes","PRODUCTIVITY","966431fa-317b-4287-ab94-eff0cfd5297d","0","Sep 14, 2022","5","f_278","Great app, Synchronization with Onenote is very good.","Great app, Synchronization with Onenote is very good.","1","0","0","0","0","0","0","0","0","0"
"Weather Home: Local Forecast","PERSONALIZATION","53d434c6-eeb6-4cc9-8541-4d29c8a36c50","0","Aug 30, 2022","5","f_183","Nice to have on mobile app","Nice to have on mobile app","1","0","0","0","0","0","0","0","0","0"
"Simple Habit: Meditation","HEALTH_AND_FITNESS","48a98a20-08df-40a3-b0e8-73118b1934cc","0","Dec 10, 2021","5","f_492","Good companion app for wellness with wide range of meditative topics to choose from.","Good companion app for wellness with wide range of meditative topics to choose from.","1","0","0","0","0","0","0","0","0","0"
"Loop Habit Tracker","PRODUCTIVITY","4dd47ff7-0f44-45df-a2f2-5221c329e592","0","Nov 16, 2021","4","f_233","This app is easy to use, I like that you can choose different colors for different tasks, the widgets are great and you can change their transparency as they display over your background. Countless other great features. But, since I'm a bit OCD, I would love a setting that removes the little loop circles from filling up as you complete more of the same task, because some tasks are daily, so it isn't necessary for there to be a bar to fill. The habit is supposed to be infinite. Thanks!","This app is easy to use, I like that you can choose different colors for different tasks, the widgets are great and you can change their transparency as they display over your background.","1","0","0","0","0","0","0","0","0","0"
"Sticker maker","TOOLS","4e46c494-4d4a-4853-822e-2c338de2b1b4","0","Apr 14, 2022","5","f_32","I barely love this app why, cause it makes me create my own stickers there were not 10 stars but I will give a 5!!!🌵🦋🌵🦋🌵🦋🌵🦋❤❤❣🤩🤩🤩🥳🥳🥳🤡🤡👻👻👻😺😺😺😺😺😸😺😸😺I love this I don't even want to stop but I have to stop.. Ok I need to go cause it's already 10:26 and I think I will stay awake all night sooo ya I love this apk it's so cool, nice, sweet, beautiful and awesome thank you for creating this app Good night guys see you when you guys will create another app ok, well BYEEE!❣❣❣","I barely love this app why, cause it makes me create my own stickers there were not 10 stars but I will give a 5!!!🌵🦋🌵🦋🌵🦋🌵🦋❤❤❣🤩🤩🤩🥳🥳🥳🤡🤡👻👻👻😺😺😺😺😺😸😺😸","0","0","0","0","0","0","0","0","0","0"
"Twidere for Twitter/Mastodon","SOCIAL","f29a23b7-f938-41d1-b5ca-7d39dace5835","0","Jun 26, 2021","1","f_262","Add feature tagging photo please 🙏🙏🙏🙏","Add feature tagging photo please 🙏🙏🙏🙏","0","0","0","0","0","0","0","1","0","0"
"MixNote NotePad Notes","PRODUCTIVITY","b2d83d1d-5325-4a7c-8723-5448f5da38a2","0","Jan 10, 2021","3","f_30","The cloud sync option doesn't work after few days.Solve this problem.","The cloud sync option doesn't work after few days.","0","0","0","0","1","0","0","0","0","0"
"BlackNote Notepad Notes","PRODUCTIVITY","bccfca5f-dbb8-493c-b579-f4aec46b890b","0","May 28, 2021","5","f_437","The app is really nice and efficient but it needs some more updates...a reminder should be added to the app to remind users of things they planned to do or buy and also an alarm should be added too...if this updates are put in place the application will be super efficient.","The app is really nice and efficient but it needs some more updates...a reminder should be added to the app to remind users of things they planned to do or buy and also an alarm should be added too...if this updates are put in place the application will be super efficient.","1","0","0","0","0","0","0","1","0","0"
"Lifesize Video Conferencing","COMMUNICATION","887fd19d-69b6-4837-93c4-c6bc2a69a4f1","0","Oct 13, 2021","1","f_121","App randomly dropped out on a meeting and wouldn't reconnect at all.","App randomly dropped out on a meeting and wouldn't reconnect at all.","0","0","0","0","1","0","0","0","0","0"
"Weekly Planner","PRODUCTIVITY","61d9bf5a-c5a4-47bc-ae9f-0b141665715b","1","Aug 15, 2022","5","f_35","bot aap check kye but sb time West ye bot simple or easy hy... thank you so much 🥰","bot aap check kye but sb time West ye bot simple or easy hy... thank you so much 🥰","0","0","0","0","0","0","0","0","0","1"
